gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCohort,ServiceCount,HasSecurityBundle,HasStreamingBundle,MonthlyToTotalRatio,HighRiskContractFiber
Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.1,688.72,Yes,New_0-12m,3,0,0,0.1668793133445456,1
Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5135.28,No,Loyal_49-72m,2,0,0,0.01788259207052575,1
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.03,8297.03,Yes,Loyal_49-72m,3,0,0,0.013862326359388914,1
Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,85.45,5181.74,No,Loyal_49-72m,1,0,0,0.016487417852332938,0
Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.82,104.66,Yes,New_0-12m,0,0,0,0.4147264811660042,0
Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.89,1833.92,No,Loyal_49-72m,0,0,0,0.02010441872125215,0
Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,83.99,3273.21,Yes,Established_25-48m,2,0,0,0.025651989334831912,0
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,123.03,2104.39,No,Developing_13-24m,5,0,1,0.058435729247312856,0
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,107.2,5810.98,No,Loyal_49-72m,3,0,0,0.018444660855680854,0
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),93.34,3547.69,No,Established_25-48m,4,1,0,0.026302663799881082,0
Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.96,1313.57,No,Established_25-48m,0,0,0,0.025833542527214225,0
Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,125.2,3873.23,Yes,Established_25-48m,5,0,1,0.032316098940950846,0
Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.46,4440.49,Yes,Loyal_49-72m,0,0,0,0.01991673965268412,1
Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.57,3869.97,No,Established_25-48m,3,0,1,0.02572223499536292,0
Male,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.47,3183.73,No,Established_25-48m,2,0,0,0.02495344974299234,0
Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.55,306.31,Yes,New_0-12m,2,0,0,0.24909700302626012,0
Female,1,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.12,1507.55,No,Developing_13-24m,3,0,0,0.05509926750853469,0
Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,110.56,5749.63,No,Loyal_49-72m,4,0,0,0.0192257196168072,0
Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.3,1091.69,No,Established_25-48m,0,0,0,0.02956007650843331,0
Female,1,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),120.11,7319.15,No,Loyal_49-72m,3,0,1,0.01640813371310697,0
Male,0,No,No,52,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.74,3930.64,No,Loyal_49-72m,2,1,0,0.01926422561577357,0
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.3,83.91,Yes,New_0-12m,1,0,0,0.6159462960782004,0
Female,1,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.93,2315.49,Yes,Established_25-48m,2,0,0,0.0332097267849203,1
Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,122.03,2809.84,Yes,Developing_13-24m,4,1,0,0.043414068392366695,0
Female,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.24,308.69,No,New_0-12m,0,0,0,0.15253963641060417,0
Male,0,No,No,70,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),75.06,5248.12,No,Loyal_49-72m,1,0,0,0.014299539732374189,0
Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.86,1565.97,Yes,Established_25-48m,0,0,0,0.028628499588377567,0
Female,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,99.06,6430.12,No,Loyal_49-72m,3,0,1,0.015403226809638135,0
Male,1,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.29,925.39,Yes,New_0-12m,2,0,0,0.0909875970163754,1
Female,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,79.7,5338.3,No,Loyal_49-72m,2,0,0,0.014927050362407056,0
Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.07,4757.62,No,Loyal_49-72m,1,0,0,0.01661616182842925,0
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,108.88,7512.65,No,Loyal_49-72m,2,0,0,0.014490959786521864,0
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),111.47,3575.94,No,Established_25-48m,4,1,0,0.031163508473723348,0
Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,75.5,1111.64,Yes,Developing_13-24m,2,0,0,0.06785662927811331,0
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),118.91,8426.69,No,Loyal_49-72m,3,0,0,0.01410944161448748,0
Female,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,80.4,3275.79,Yes,Established_25-48m,1,0,0,0.024536207691063513,0
Male,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.85,3202.86,No,Established_25-48m,1,0,0,0.020865456043647347,0
Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,118.29,4969.01,Yes,Established_25-48m,5,1,0,0.023800756940126882,0
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.67,1030.45,No,Established_25-48m,0,0,0,0.0336128750787726,0
Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,110.1,3510.75,No,Established_25-48m,3,0,1,0.031351890083291804,0
Female,1,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,115.4,6705.94,Yes,Loyal_49-72m,3,1,0,0.01720605820239931,0
Female,0,Yes,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,87.04,4426.56,No,Loyal_49-72m,3,0,0,0.019658683338001064,0
Female,1,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,96.3,4141.26,No,Established_25-48m,5,1,0,0.02324817853056061,0
Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,95.41,761.0,Yes,New_0-12m,4,0,1,0.12520997375328083,0
Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46.31,3227.84,No,Loyal_49-72m,0,0,0,0.014342612207480086,0
Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,105.04,5554.44,No,Loyal_49-72m,2,0,0,0.018907593277940185,0
Male,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.46,64.88,No,New_0-12m,0,0,0,0.31056466302367947,0
Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,119.18,5593.46,No,Established_25-48m,4,0,0,0.02130321782620664,0
Female,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.42,665.5,Yes,New_0-12m,3,1,0,0.16267066766691674,0
Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.49,738.02,No,Developing_13-24m,0,0,0,0.061554491082785316,0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.82,58.82,Yes,New_0-12m,0,0,0,0.9832831828819792,0
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.18,3140.99,Yes,Established_25-48m,2,0,0,0.035703487280354176,0
Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.03,2348.82,No,Loyal_49-72m,0,0,0,0.014907524831689235,0
Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),94.2,3021.7,No,Established_25-48m,2,1,0,0.031164190955106363,0
Female,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,66.33,2978.77,No,Established_25-48m,3,1,0,0.022260107323719615,0
Male,1,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.09,1083.93,Yes,Developing_13-24m,1,0,0,0.059994654032979086,0
Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.17,7638.88,No,Loyal_49-72m,3,0,1,0.014943951999246061,0
Male,0,No,No,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.87,4907.42,No,Loyal_49-72m,2,0,0,0.016068307113083234,0
Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.04,1717.09,No,Established_25-48m,0,0,0,0.02563311584375673,0
Male,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.35,4845.49,No,Loyal_49-72m,1,0,0,0.014721994680686435,0
Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,116.12,7641.79,No,Loyal_49-72m,5,1,0,0.015193404502805914,0
Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,104.46,749.78,Yes,New_0-12m,3,0,0,0.13913529928873972,1
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.73,2081.76,Yes,Developing_13-24m,3,0,1,0.05268489888417292,1
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,116.47,5956.28,No,Loyal_49-72m,4,1,0,0.01955086885289931,0
Female,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.5,972.24,No,Loyal_49-72m,0,0,0,0.019008672064444537,0
Male,0,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.21,1014.03,Yes,New_0-12m,4,0,1,0.09872614602524063,1
Female,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.53,895.49,No,Developing_13-24m,0,0,0,0.04855603520396212,0
Male,0,No,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.74,5681.17,No,Loyal_49-72m,2,0,0,0.015617272978457173,0
Female,1,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,85.1,4338.1,No,Loyal_49-72m,3,1,0,0.019612362010555183,0
Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),108.71,567.01,No,New_0-12m,5,1,0,0.19138747557261315,0
Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),68.2,3149.71,No,Established_25-48m,2,0,1,0.021645914730330625,0
Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.44,3364.83,Yes,Established_25-48m,2,0,0,0.028652665167284146,0
Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.08,496.05,Yes,New_0-12m,1,0,0,0.1933004727894578,1
Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),119.37,1932.64,Yes,Developing_13-24m,4,1,1,0.06173331126786785,0
Male,0,Yes,No,15,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.83,907.95,No,Developing_13-24m,2,0,0,0.06912371417569722,0
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,129.38,7614.75,No,Loyal_49-72m,4,0,1,0.016988477825558873,0
Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.84,1747.53,No,Loyal_49-72m,0,0,0,0.019353399712901696,0
Female,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.94,170.37,No,New_0-12m,0,0,0,0.11635642177744063,0
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.3,1109.43,No,Established_25-48m,0,0,0,0.03088893491710418,0
Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.8,1822.19,No,Established_25-48m,0,0,0,0.020732891251048984,0
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),138.22,5127.29,No,Established_25-48m,6,1,1,0.026952453936887343,0
Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.11,1202.9,Yes,Established_25-48m,0,0,0,0.03165545311072348,0
Male,1,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.94,5354.55,Yes,Loyal_49-72m,2,0,0,0.01791412646693617,0
Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.1,2323.8,Yes,Loyal_49-72m,0,0,0,0.019829662766689606,0
Male,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,87.07,4877.48,No,Loyal_49-72m,3,0,0,0.017847772256932487,0
Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.38,199.65,No,New_0-12m,0,0,0,0.22616496386743085,0
Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.74,1086.92,Yes,New_0-12m,3,0,1,0.10087138760202954,1
Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),70.75,620.91,No,New_0-12m,1,0,0,0.11376244151082955,0
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.12,569.78,No,New_0-12m,3,0,0,0.14737727320508778,0
Male,1,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.37,2452.37,No,Loyal_49-72m,0,0,0,0.018085327529072256,0
Female,0,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,79.86,4888.44,No,Loyal_49-72m,2,0,0,0.016333158807552605,0
Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.49,1008.4,No,Developing_13-24m,0,0,0,0.04308500099068754,0
Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,84.71,4905.93,No,Loyal_49-72m,2,1,0,0.017263339807170673,0
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,109.3,7551.26,Yes,Loyal_49-72m,2,0,0,0.014472489029773869,0
Male,1,No,Yes,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.84,1716.11,Yes,Developing_13-24m,3,1,0,0.05232046869449249,0
Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),120.02,6570.72,No,Loyal_49-72m,4,0,0,0.018263103114557526,0
Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,100.6,3716.94,Yes,Established_25-48m,2,0,0,0.027057994480814643,0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),120.7,2538.89,Yes,Developing_13-24m,3,0,1,0.04752174306761317,1
Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,49.92,2213.1,No,Established_25-48m,1,0,0,0.02254640711801635,0
Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),106.74,7043.56,Yes,Loyal_49-72m,4,0,1,0.015152117378516187,0
Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,87.49,4464.23,No,Loyal_49-72m,3,0,1,0.01959361555843708,0
Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.76,2425.15,No,Loyal_49-72m,0,0,0,0.015151577602374131,0
Male,0,No,Yes,50,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),75.19,3763.48,No,Loyal_49-72m,1,0,0,0.01997354216252975,0
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,129.24,496.43,Yes,New_0-12m,4,0,1,0.2598154514203004,0
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,112.5,6178.42,Yes,Loyal_49-72m,2,0,1,0.01820559211058643,0
Male,0,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.5,1261.53,No,Loyal_49-72m,0,0,0,0.014653117153651795,0
Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.05,953.97,Yes,New_0-12m,3,0,0,0.08382462276301873,0
Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.78,4505.34,No,Loyal_49-72m,2,0,0,0.018147765148657225,0
Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.41,377.76,Yes,New_0-12m,2,0,0,0.25718132854578096,1
Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.75,2193.48,Yes,Established_25-48m,0,0,0,0.021303452298494403,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.11,309.19,Yes,New_0-12m,1,0,0,0.3259615074631677,1
Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,107.14,4647.86,No,Established_25-48m,4,0,1,0.02304651032726303,0
Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,77.04,3619.66,No,Established_25-48m,2,0,0,0.021277888561753937,0
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.37,1107.26,No,Established_25-48m,0,0,0,0.031914893617021274,0
Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,110.44,2206.0,Yes,Developing_13-24m,3,0,0,0.05004077933846851,1
Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.27,3406.17,No,Established_25-48m,4,1,1,0.034418593730280556,0
Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,123.13,6894.85,Yes,Loyal_49-72m,5,0,1,0.017855666814098333,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.7,618.27,Yes,Developing_13-24m,0,0,0,0.056033717118542804,0
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.2,1483.76,Yes,Developing_13-24m,2,0,0,0.07152671138769902,1
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.4,941.91,Yes,New_0-12m,2,0,1,0.12238707830015591,1
Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),107.21,6222.52,No,Loyal_49-72m,4,0,1,0.017226585597861017,0
Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),101.99,3755.68,Yes,Established_25-48m,2,0,0,0.027148971964607048,0
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,122.61,6007.89,Yes,Loyal_49-72m,5,0,1,0.02040476693698836,0
Male,1,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),75.88,2187.14,Yes,Established_25-48m,3,0,0,0.0346778542506421,0
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.75,2376.41,No,Loyal_49-72m,0,0,0,0.014196120988807149,0
Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),97.65,3699.31,Yes,Established_25-48m,2,0,0,0.02638968086457621,0
Female,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,73.15,4621.38,No,Loyal_49-72m,1,0,0,0.01582518096738044,0
Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.74,2159.21,Yes,Established_25-48m,0,0,0,0.022562621226640003,0
Male,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.62,2282.14,Yes,Established_25-48m,2,0,0,0.034435032455302786,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,90.82,916.37,Yes,New_0-12m,0,0,0,0.0990004033269019,0
Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.78,5761.5,Yes,Loyal_49-72m,2,0,0,0.016968329718004337,1
Male,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.11,2468.22,No,Loyal_49-72m,0,0,0,0.014624051319849994,0
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.55,637.85,Yes,Developing_13-24m,0,0,0,0.05408155279016983,0
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,101.76,6607.46,No,Loyal_49-72m,2,0,0,0.015398443812930698,0
Female,1,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,96.11,3167.02,Yes,Established_25-48m,3,0,0,0.030337561000246212,0
Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),111.65,4927.4,Yes,Established_25-48m,3,0,1,0.022654411167924684,0
Female,1,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.98,1914.5,Yes,Loyal_49-72m,0,0,0,0.01826155050900548,0
Male,0,No,No,63,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,83.03,5224.07,No,Loyal_49-72m,3,1,0,0.01589069620119922,0
Female,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.88,1533.27,No,Established_25-48m,0,0,0,0.022733938615758637,0
Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,87.24,1465.36,No,Developing_13-24m,2,0,0,0.05949425789028615,0
Female,0,No,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.19,3704.92,Yes,Established_25-48m,3,0,0,0.023257382782143163,0
