customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00806,Female,1,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.66,1434.72,Yes
CUST-00807,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,87.86,266.23,No
CUST-00808,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,79.42,4056.86,No
CUST-00809,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,98.65,Yes
CUST-00810,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),115.33,6698.03,No
CUST-00811,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.17,1158.13,No
CUST-00812,Male,0,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.05,89.05,Yes
CUST-00813,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.43,385.79,Yes
CUST-00814,Female,0,No,No,46,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,77.92,3580.78,No
CUST-00815,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,83.99,4473.25,No
CUST-00816,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.15,6724.09,No
CUST-00817,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.52,4914.42,Yes
CUST-00818,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,109.57,2544.71,Yes
CUST-00819,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),77.37,2768.33,Yes
CUST-00820,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),115.78,250.33,Yes
CUST-00821,Male,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.87,5870.32,No
CUST-00822,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.81,4426.22,Yes
CUST-00823,Female,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.47,1286.58,Yes
CUST-00824,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.22,156.81,No
CUST-00825,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),106.93,4163.32,No
CUST-00826,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.98,868.78,No
CUST-00827,Male,0,Yes,Yes,51,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,82.39,4196.39,No
CUST-00828,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),81.18,453.71,No
CUST-00829,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),120.37,255.2,Yes
CUST-00830,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.75,2464.04,Yes
CUST-00831,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,113.33,8046.08,No
CUST-00832,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,86.3,3194.98,No
CUST-00833,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.03,6333.58,No
CUST-00834,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,110.72,2229.59,Yes
CUST-00835,Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,87.27,5659.64,No
CUST-00836,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,121.23,7396.88,Yes
CUST-00837,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),95.87,6824.56,Yes
CUST-00838,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.28,2938.43,Yes
CUST-00839,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.39,5168.91,No
CUST-00840,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.97,2901.58,Yes
CUST-00841,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,121.98,8277.63,Yes
CUST-00842,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.49,621.51,Yes
CUST-00843,Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.41,926.08,Yes
CUST-00844,Male,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),94.41,5121.46,Yes
CUST-00845,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.16,284.39,Yes
CUST-00846,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,96.45,5397.5,No
CUST-00847,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.97,2980.13,No
CUST-00848,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,87.89,3064.32,Yes
CUST-00849,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.38,2241.47,Yes
CUST-00850,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,97.65,4016.43,No
CUST-00851,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.81,2690.53,Yes
CUST-00852,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.43,358.63,Yes
CUST-00853,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,110.62,4324.38,Yes
CUST-00854,Male,1,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.88,796.61,Yes
CUST-00855,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,83.87,5755.24,No
CUST-00856,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.47,7817.87,Yes
CUST-00857,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.6,3219.81,No
CUST-00858,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.73,2018.1,No
CUST-00859,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.38,3397.82,No
CUST-00860,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,108.81,7495.81,Yes
CUST-00861,Female,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.72,702.61,No
CUST-00862,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.88,2467.46,No
CUST-00863,Female,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.58,593.25,No
CUST-00864,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.36,5134.13,Yes
CUST-00865,Female,0,No,No,69,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,61.07,4206.31,No
CUST-00866,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.77,2116.9,Yes
CUST-00867,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.66,735.38,No
CUST-00868,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,82.69,4478.05,No
CUST-00869,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,78.08,2179.45,No
CUST-00870,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,135.9,2293.33,Yes
CUST-00871,Male,1,No,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,100.44,7024.67,Yes
CUST-00872,Female,1,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.27,1895.96,No
CUST-00873,Female,1,No,No,55,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,74.59,4096.54,No
CUST-00874,Male,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),71.27,4144.36,No
CUST-00875,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.53,3081.21,Yes
CUST-00876,Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.34,4468.01,Yes
CUST-00877,Female,0,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.73,918.85,No
CUST-00878,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,114.04,4226.14,No
CUST-00879,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),120.58,4209.99,No
CUST-00880,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.34,2364.69,Yes
CUST-00881,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,98.3,4830.34,No
CUST-00882,Female,1,Yes,Yes,23,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.52,2094.55,Yes
CUST-00883,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.94,762.16,No
CUST-00884,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),97.85,2443.65,No
CUST-00885,Female,0,No,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,77.35,5321.04,Yes
CUST-00886,Male,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.28,562.01,No
CUST-00887,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.85,725.68,Yes
CUST-00888,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.84,6542.13,Yes
CUST-00889,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.46,2996.42,No
CUST-00890,Male,1,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.4,5662.33,No
CUST-00891,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.65,1856.8,No
CUST-00892,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.75,2526.41,No
CUST-00893,Male,0,No,Yes,69,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),69.66,4789.95,No
CUST-00894,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,111.01,3334.63,Yes
CUST-00895,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.81,6473.67,Yes
CUST-00896,Female,1,No,Yes,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,103.18,3002.34,No
CUST-00897,Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.79,2375.38,Yes
CUST-00898,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,89.34,1283.58,No
CUST-00899,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.27,3198.23,No
CUST-00900,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,96.64,6572.12,No
CUST-00901,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.17,192.9,Yes
CUST-00902,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.36,484.5,No
CUST-00903,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,95.44,4569.61,No
CUST-00904,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),86.9,1142.04,No
CUST-00905,Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.17,1592.28,No
CUST-00906,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),108.49,3017.64,Yes
CUST-00907,Female,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,111.05,6799.78,No
CUST-00908,Male,0,No,No,67,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.03,6340.88,No
CUST-00909,Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,88.35,5975.57,Yes
CUST-00910,Female,0,No,Yes,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.55,819.55,Yes
CUST-00911,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.0,736.44,No
CUST-00912,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,76.72,2538.23,Yes
CUST-00913,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.71,2285.33,No
CUST-00914,Female,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.24,4971.01,Yes
CUST-00915,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,88.25,4584.56,Yes
CUST-00916,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,118.67,3454.96,Yes
CUST-00917,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.11,281.3,Yes
CUST-00918,Female,1,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,79.76,3452.91,Yes
CUST-00919,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,114.55,1049.91,No
CUST-00920,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.55,353.9,Yes
CUST-00921,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.8,5200.44,No
CUST-00922,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.11,3138.07,No
CUST-00923,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,59.9,1983.02,No
CUST-00924,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,107.29,3520.71,No
CUST-00925,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.23,2257.56,Yes
CUST-00926,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.01,2354.8,No
CUST-00927,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.34,211.98,Yes
CUST-00928,Female,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,125.81,6811.22,No
CUST-00929,Female,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.54,6407.34,No
CUST-00930,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),85.91,2489.86,Yes
CUST-00931,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,101.9,6506.54,Yes
CUST-00932,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),132.51,2412.45,Yes
CUST-00933,Male,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),82.37,4926.22,No
CUST-00934,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,95.39,735.09,Yes
CUST-00935,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,89.18,5631.84,No
CUST-00936,Male,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),75.83,4551.1,No
CUST-00937,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.67,3292.21,No
CUST-00938,Male,0,No,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.06,2546.66,Yes
CUST-00939,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),121.77,227.67,Yes
CUST-00940,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.27,3994.06,No
CUST-00941,Female,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.86,5745.08,Yes
CUST-00942,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),127.42,1394.68,Yes
CUST-00943,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,119.26,6699.91,No
CUST-00944,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,127.38,5361.83,Yes
CUST-00945,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),101.94,1494.59,Yes
CUST-00946,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.61,1121.88,Yes
CUST-00947,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.32,275.91,No
CUST-00948,Female,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.13,4972.59,Yes
CUST-00949,Female,0,No,No,71,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,78.76,5579.0,No
CUST-00950,Male,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,106.07,3727.45,Yes
CUST-00951,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,108.98,3916.47,Yes
CUST-00952,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),111.08,1969.77,No
CUST-00953,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,122.08,2093.36,Yes
CUST-00954,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.53,5062.83,Yes
CUST-00955,Male,1,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.44,5616.69,No
CUST-00956,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),87.65,2804.06,No
CUST-00957,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),99.72,3806.17,Yes
CUST-00958,Male,1,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,89.17,518.54,Yes
CUST-00959,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,3672.96,Yes
CUST-00960,Male,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,88.04,3893.54,No
CUST-00961,Male,0,No,No,53,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,72.63,3829.15,No
CUST-00962,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,64.95,1222.96,Yes
CUST-00963,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.42,2204.83,No
CUST-00964,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),91.43,1479.1,Yes
CUST-00965,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,112.49,7974.5,No
CUST-00966,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,74.28,Yes
CUST-00967,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.29,1408.3,Yes
CUST-00968,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,118.25,4143.69,Yes
CUST-00969,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,104.35,2190.46,Yes
CUST-00970,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.57,1186.41,Yes
CUST-00971,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.58,4309.54,Yes
CUST-00972,Male,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.84,230.75,Yes
CUST-00973,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),104.8,5046.26,Yes
CUST-00974,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,85.4,3416.87,No
CUST-00975,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),115.16,4941.73,Yes
CUST-00976,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,121.52,6454.08,Yes
CUST-00977,Female,1,No,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,88.52,2943.29,Yes
CUST-00978,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.2,577.84,No
CUST-00979,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.26,395.2,No
CUST-00980,Female,1,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.14,569.68,No
